"x","y","psi_numerical","psi_exact","error"
  0.5692,  0.8219, -0.3890212E+00, -0.8274886E+00,  0.4384674E+00
  0.5977,  0.8219, -0.3198946E+00, -0.8078651E+00,  0.4879706E+00
  0.6208,  0.8219, -0.2557701E+00, -0.7871552E+00,  0.5313851E+00
  0.6392,  0.8219, -0.1995192E+00, -0.7676689E+00,  0.5681498E+00
  0.6537,  0.8219, -0.1521684E+00, -0.7505731E+00,  0.5984047E+00
  0.6649,  0.8219, -0.1135154E+00, -0.7362540E+00,  0.6227385E+00
  0.6735,  0.8219, -0.8267949E-01, -0.7246393E+00,  0.6419598E+00
  0.6801,  0.8219, -0.5849933E-01, -0.7154305E+00,  0.6569312E+00
  0.6850,  0.8219, -0.3978109E-01, -0.7082480E+00,  0.6684669E+00
  0.6888,  0.8219, -0.2543004E-01, -0.7027124E+00,  0.6772824E+00
  0.6916,  0.8219, -0.1450634E-01, -0.6984834E+00,  0.6839771E+00
  0.6937,  0.8219, -0.6236127E-02, -0.6952732E+00,  0.6890371E+00
  0.6953,  0.8219,  0.6686322E-12, -0.6928480E+00,  0.6928480E+00
  0.0047,  0.8618, -0.1335327E-01, -0.1335327E-01, -0.2499112E-12
  0.0063,  0.8618, -0.1725206E-01, -0.1787788E-01,  0.6258206E-03
  0.0084,  0.8618, -0.2245535E-01, -0.2391656E-01,  0.1461215E-02
  0.0112,  0.8618, -0.2938619E-01, -0.3196070E-01,  0.2574502E-02
  0.0150,  0.8618, -0.3859386E-01, -0.4264881E-01,  0.4054949E-02
  0.0199,  0.8618, -0.5078221E-01, -0.5680055E-01,  0.6018344E-02
  0.0265,  0.8618, -0.6683628E-01, -0.7544989E-01,  0.8613610E-02
  0.0351,  0.8618, -0.8783758E-01, -0.9986817E-01,  0.1203058E-01
  0.0463,  0.8618, -0.1150503E+00, -0.1315597E+00,  0.1650934E-01
  0.0608,  0.8618, -0.1498470E+00, -0.1721990E+00,  0.2235208E-01
  0.0792,  0.8618, -0.1935241E+00, -0.2234641E+00,  0.2993996E-01
  0.1023,  0.8618, -0.2469476E+00, -0.2867061E+00,  0.3975849E-01
  0.1308,  0.8618, -0.3099762E+00, -0.3624111E+00,  0.5243486E-01
  0.1650,  0.8618, -0.3806940E+00, -0.4494760E+00,  0.6878203E-01
  0.2049,  0.8618, -0.4546631E+00, -0.5444867E+00,  0.8982364E-01
  0.2499,  0.8618, -0.5246623E+00, -0.6414027E+00,  0.1167404E+00
  0.2989,  0.8618, -0.5814944E+00, -0.7321578E+00,  0.1506634E+00
  0.3500,  0.8618, -0.6161066E+00, -0.8083976E+00,  0.1922910E+00
  0.4011,  0.8618, -0.6224064E+00, -0.8638462E+00,  0.2414398E+00
  0.4501,  0.8618, -0.5993843E+00, -0.8961478E+00,  0.2967635E+00
  0.4951,  0.8618, -0.5513736E+00, -0.9071791E+00,  0.3558055E+00
  0.5350,  0.8618, -0.4863351E+00, -0.9018008E+00,  0.4154657E+00
  0.5692,  0.8618, -0.4132516E+00, -0.8859284E+00,  0.4726768E+00
  0.5977,  0.8618, -0.3399277E+00, -0.8649190E+00,  0.5249913E+00
  0.6208,  0.8618, -0.2718601E+00, -0.8427465E+00,  0.5708864E+00
  0.6392,  0.8618, -0.2121161E+00, -0.8218841E+00,  0.6097680E+00
  0.6537,  0.8618, -0.1618030E+00, -0.8035809E+00,  0.6417779E+00
  0.6649,  0.8618, -0.1207183E+00, -0.7882505E+00,  0.6675321E+00
  0.6735,  0.8618, -0.8793440E-01, -0.7758156E+00,  0.6878812E+00
  0.6801,  0.8618, -0.6222204E-01, -0.7659564E+00,  0.7037343E+00
  0.6850,  0.8618, -0.4231500E-01, -0.7582666E+00,  0.7159516E+00
  0.6888,  0.8618, -0.2705099E-01, -0.7523401E+00,  0.7252892E+00
  0.6916,  0.8618, -0.1543147E-01, -0.7478124E+00,  0.7323809E+00
  0.6937,  0.8618, -0.6633991E-02, -0.7443755E+00,  0.7377415E+00
  0.6953,  0.8618, -0.3729591E-11, -0.7417790E+00,  0.7417790E+00
  0.0047,  0.8951, -0.1392577E-01, -0.1392577E-01, -0.1086024E-11
  0.0063,  0.8951, -0.1796752E-01, -0.1864437E-01,  0.6768490E-03
  0.0084,  0.8951, -0.2336160E-01, -0.2494196E-01,  0.1580356E-02
  0.0112,  0.8951, -0.3054657E-01, -0.3333097E-01,  0.2784396E-02
  0.0150,  0.8951, -0.4009184E-01, -0.4447732E-01,  0.4385476E-02
  0.0199,  0.8951, -0.5272709E-01, -0.5923581E-01,  0.6508714E-02
  0.0265,  0.8951, -0.6936980E-01, -0.7868470E-01,  0.9314899E-02
  0.0351,  0.8951, -0.9114121E-01, -0.1041499E+00,  0.1300868E-01
  0.0463,  0.8951, -0.1193520E+00, -0.1372001E+00,  0.1784815E-01
  0.0608,  0.8951, -0.1554252E+00, -0.1795818E+00,  0.2415667E-01
  0.0792,  0.8951, -0.2007057E+00, -0.2330448E+00,  0.3233908E-01
  0.1023,  0.8951, -0.2560926E+00, -0.2989983E+00,  0.4290564E-01
  0.1308,  0.8951, -0.3214422E+00, -0.3779490E+00,  0.5650674E-01
  0.1650,  0.8951, -0.3947731E+00, -0.4687467E+00,  0.7397367E-01
  0.2049,  0.8951, -0.4714912E+00, -0.5678309E+00,  0.9633971E-01
  0.2499,  0.8951, -0.5441181E+00, -0.6689020E+00,  0.1247838E+00
  0.2989,  0.8951, -0.6031245E+00, -0.7635481E+00,  0.1604236E+00
  0.3500,  0.8951, -0.6391236E+00, -0.8430567E+00,  0.2039331E+00
  0.4011,  0.8951, -0.6457865E+00, -0.9008826E+00,  0.2550960E+00
  0.4501,  0.8951, -0.6220448E+00, -0.9345690E+00,  0.3125242E+00
  0.4951,  0.8951, -0.5723657E+00, -0.9460733E+00,  0.3737075E+00
  0.5350,  0.8951, -0.5049839E+00, -0.9404644E+00,  0.4354805E+00
  0.5692,  0.8951, -0.4292059E+00, -0.9239115E+00,  0.4947056E+00
  0.5977,  0.8951, -0.3531305E+00, -0.9020013E+00,  0.5488709E+00
  0.6208,  0.8951, -0.2824720E+00, -0.8788782E+00,  0.5964062E+00
  0.6392,  0.8951, -0.2204284E+00, -0.8571213E+00,  0.6366930E+00
  0.6537,  0.8951, -0.1681622E+00, -0.8380334E+00,  0.6698712E+00
  0.6649,  0.8951, -0.1254730E+00, -0.8220457E+00,  0.6965727E+00
  0.6735,  0.8951, -0.9140321E-01, -0.8090777E+00,  0.7176745E+00
  0.6801,  0.8951, -0.6467930E-01, -0.7987958E+00,  0.7341165E+00
  0.6850,  0.8951, -0.4398745E-01, -0.7907763E+00,  0.7467889E+00
  0.6888,  0.8951, -0.2812077E-01, -0.7845958E+00,  0.7564750E+00
  0.6916,  0.8951, -0.1604200E-01, -0.7798739E+00,  0.7638319E+00
  0.6937,  0.8951, -0.6896542E-02, -0.7762897E+00,  0.7693931E+00
  0.6953,  0.8951,  0.1767052E-12, -0.7735819E+00,  0.7735819E+00
  0.0047,  0.9217, -0.1427478E-01, -0.1427478E-01,  0.1041129E-12
  0.0063,  0.9217, -0.1840429E-01, -0.1911164E-01,  0.7073417E-03
  0.0084,  0.9217, -0.2391550E-01, -0.2556705E-01,  0.1651550E-02
  0.0112,  0.9217, -0.3125649E-01, -0.3416631E-01,  0.2909821E-02
  0.0150,  0.9217, -0.4100902E-01, -0.4559201E-01,  0.4582986E-02
  0.0199,  0.9217, -0.5391863E-01, -0.6072037E-01,  0.6801741E-02
  0.0265,  0.9217, -0.7092273E-01, -0.8065670E-01,  0.9733966E-02
  0.0351,  0.9217, -0.9316693E-01, -0.1067601E+00,  0.1359316E-01
  0.0463,  0.9217, -0.1219905E+00, -0.1406386E+00,  0.1864819E-01
  0.0608,  0.9217, -0.1588474E+00, -0.1840825E+00,  0.2523509E-01
  0.0792,  0.9217, -0.2051125E+00, -0.2388854E+00,  0.3377288E-01
  0.1023,  0.9217, -0.2617051E+00, -0.3064918E+00,  0.4478666E-01
  0.1308,  0.9217, -0.3284803E+00, -0.3874211E+00,  0.5894084E-01
  0.1650,  0.9217, -0.4034166E+00, -0.4804945E+00,  0.7707786E-01
  0.2049,  0.9217, -0.4818248E+00, -0.5820619E+00,  0.1002371E+00
  0.2499,  0.9217, -0.5560689E+00, -0.6856660E+00,  0.1295972E+00
  0.2989,  0.9217, -0.6164163E+00, -0.7826842E+00,  0.1662679E+00
  0.3500,  0.9217, -0.6532757E+00, -0.8641853E+00,  0.2109096E+00
  0.4011,  0.9217, -0.6601733E+00, -0.9234605E+00,  0.2632871E+00
  0.4501,  0.9217, -0.6360038E+00, -0.9579912E+00,  0.3219874E+00
  0.4951,  0.9217, -0.5853153E+00, -0.9697837E+00,  0.3844684E+00
  0.5350,  0.9217, -0.5165083E+00, -0.9640343E+00,  0.4475260E+00
  0.5692,  0.9217, -0.4390859E+00, -0.9470665E+00,  0.5079806E+00
  0.5977,  0.9217, -0.3613249E+00, -0.9246073E+00,  0.5632824E+00
  0.6208,  0.9217, -0.2890724E+00, -0.9009046E+00,  0.6118322E+00
  0.6392,  0.9217, -0.2256076E+00, -0.8786025E+00,  0.6529948E+00
  0.6537,  0.9217, -0.1721296E+00, -0.8590362E+00,  0.6869066E+00
  0.6649,  0.9217, -0.1284416E+00, -0.8426478E+00,  0.7142062E+00
  0.6735,  0.9217, -0.9356980E-01, -0.8293548E+00,  0.7357850E+00
  0.6801,  0.9217, -0.6621430E-01, -0.8188152E+00,  0.7526009E+00
  0.6850,  0.9217, -0.4503220E-01, -0.8105948E+00,  0.7655626E+00
  0.6888,  0.9217, -0.2878901E-01, -0.8042593E+00,  0.7754703E+00
  0.6916,  0.9217, -0.1642334E-01, -0.7994191E+00,  0.7829958E+00
  0.6937,  0.9217, -0.7060520E-02, -0.7957450E+00,  0.7886845E+00
  0.6953,  0.9217,  0.8851278E-12, -0.7929694E+00,  0.7929694E+00
  0.0047,  0.9423, -0.1447703E-01, -0.1447703E-01, -0.5145849E-12
  0.0063,  0.9423, -0.1865777E-01, -0.1938241E-01,  0.7246432E-03
  0.0084,  0.9423, -0.2423735E-01, -0.2592929E-01,  0.1691945E-02
  0.0112,  0.9423, -0.3166940E-01, -0.3465039E-01,  0.2980987E-02
  0.0150,  0.9423, -0.4154292E-01, -0.4623797E-01,  0.4695053E-02
  0.0199,  0.9423, -0.5461268E-01, -0.6158068E-01,  0.6968003E-02
  0.0265,  0.9423, -0.7182772E-01, -0.8179947E-01,  0.9971743E-02
  0.0351,  0.9423, -0.9434790E-01, -0.1082727E+00,  0.1392480E-01
  0.0463,  0.9423, -0.1235291E+00, -0.1426313E+00,  0.1910214E-01
  0.0608,  0.9423, -0.1608437E+00, -0.1866907E+00,  0.2584700E-01
  0.0792,  0.9423, -0.2076835E+00, -0.2422700E+00,  0.3458647E-01
  0.1023,  0.9423, -0.2649802E+00, -0.3108342E+00,  0.4585407E-01
  0.1308,  0.9423, -0.3325880E+00, -0.3929102E+00,  0.6032222E-01
  0.1650,  0.9423, -0.4084625E+00, -0.4873023E+00,  0.7883976E-01
  0.2049,  0.9423, -0.4878590E+00, -0.5903087E+00,  0.1024497E+00
  0.2499,  0.9423, -0.5630503E+00, -0.6953807E+00,  0.1323304E+00
  0.2989,  0.9423, -0.6241857E+00, -0.7937735E+00,  0.1695878E+00
  0.3500,  0.9423, -0.6615548E+00, -0.8764294E+00,  0.2148745E+00
  0.4011,  0.9423, -0.6685996E+00, -0.9365443E+00,  0.2679447E+00
  0.4501,  0.9423, -0.6441927E+00, -0.9715643E+00,  0.3273716E+00
  0.4951,  0.9423, -0.5929288E+00, -0.9835239E+00,  0.3905951E+00
  0.5350,  0.9423, -0.5233037E+00, -0.9776930E+00,  0.4543893E+00
  0.5692,  0.9423, -0.4449331E+00, -0.9604849E+00,  0.5155517E+00
  0.5977,  0.9423, -0.3661957E+00, -0.9377074E+00,  0.5715117E+00
  0.6208,  0.9423, -0.2930144E+00, -0.9136689E+00,  0.6206545E+00
  0.6392,  0.9423, -0.2287149E+00, -0.8910508E+00,  0.6623358E+00
  0.6537,  0.9423, -0.1745189E+00, -0.8712073E+00,  0.6966884E+00
  0.6649,  0.9423, -0.1302344E+00, -0.8545867E+00,  0.7243523E+00
  0.6735,  0.9423, -0.9488046E-01, -0.8411053E+00,  0.7462249E+00
  0.6801,  0.9423, -0.6714373E-01, -0.8304164E+00,  0.7632727E+00
  0.6850,  0.9423, -0.4566503E-01, -0.8220795E+00,  0.7764145E+00
  0.6888,  0.9423, -0.2919382E-01, -0.8156543E+00,  0.7864605E+00
  0.6916,  0.9423, -0.1665434E-01, -0.8107455E+00,  0.7940912E+00
  0.6937,  0.9423, -0.7159831E-02, -0.8070194E+00,  0.7998596E+00
  0.6953,  0.9423, -0.1197440E-12, -0.8042044E+00,  0.8042044E+00
  0.0047,  0.9580, -0.1458977E-01, -0.1458977E-01, -0.3522512E-12
  0.0063,  0.9580, -0.1879932E-01, -0.1953336E-01,  0.7340407E-03
  0.0084,  0.9580, -0.2441733E-01, -0.2613122E-01,  0.1713887E-02
  0.0112,  0.9580, -0.3190059E-01, -0.3492023E-01,  0.3019641E-02
  0.0150,  0.9580, -0.4184213E-01, -0.4659805E-01,  0.4755923E-02
  0.0199,  0.9580, -0.5500193E-01, -0.6206024E-01,  0.7058311E-02
  0.0265,  0.9580, -0.7233559E-01, -0.8243649E-01,  0.1010090E-01
  0.0351,  0.9580, -0.9501095E-01, -0.1091159E+00,  0.1410493E-01
  0.0463,  0.9580, -0.1243933E+00, -0.1437420E+00,  0.1934871E-01
  0.0608,  0.9580, -0.1619652E+00, -0.1881445E+00,  0.2617938E-01
  0.0792,  0.9580, -0.2091283E+00, -0.2441567E+00,  0.3502839E-01
  0.1023,  0.9580, -0.2668210E+00, -0.3132549E+00,  0.4643389E-01
  0.1308,  0.9580, -0.3348974E+00, -0.3959701E+00,  0.6107262E-01
  0.1650,  0.9580, -0.4113002E+00, -0.4910972E+00,  0.7979694E-01
  0.2049,  0.9580, -0.4912540E+00, -0.5949058E+00,  0.1036518E+00
  0.2499,  0.9580, -0.5669804E+00, -0.7007961E+00,  0.1338157E+00
  0.2989,  0.9580, -0.6285629E+00, -0.7999550E+00,  0.1713922E+00
  0.3500,  0.9580, -0.6662246E+00, -0.8832546E+00,  0.2170300E+00
  0.4011,  0.9580, -0.6733602E+00, -0.9438377E+00,  0.2704776E+00
  0.4501,  0.9580, -0.6488299E+00, -0.9791304E+00,  0.3303005E+00
  0.4951,  0.9580, -0.5972539E+00, -0.9911832E+00,  0.3939292E+00
  0.5350,  0.9580, -0.5271808E+00, -0.9853069E+00,  0.4581261E+00
  0.5692,  0.9580, -0.4482883E+00, -0.9679647E+00,  0.5196764E+00
  0.5977,  0.9580, -0.3690110E+00, -0.9450099E+00,  0.5759989E+00
  0.6208,  0.9580, -0.2953125E+00, -0.9207842E+00,  0.6254716E+00
  0.6392,  0.9580, -0.2305437E+00, -0.8979899E+00,  0.6674462E+00
  0.6537,  0.9580, -0.1759381E+00, -0.8779918E+00,  0.7020538E+00
  0.6649,  0.9580, -0.1313076E+00, -0.8612419E+00,  0.7299343E+00
  0.6735,  0.9580, -0.9566954E-01, -0.8476555E+00,  0.7519859E+00
  0.6801,  0.9580, -0.6770529E-01, -0.8368833E+00,  0.7691781E+00
  0.6850,  0.9580, -0.4604812E-01, -0.8284815E+00,  0.7824334E+00
  0.6888,  0.9580, -0.2943908E-01, -0.8220063E+00,  0.7925672E+00
  0.6916,  0.9580, -0.1679432E-01, -0.8170593E+00,  0.8002650E+00
  0.6937,  0.9580, -0.7220011E-02, -0.8133041E+00,  0.8060841E+00
  0.6953,  0.9580, -0.1855239E-13, -0.8104672E+00,  0.8104672E+00
  0.0047,  0.9696, -0.1465082E-01, -0.1465082E-01,  0.1793947E-12
  0.0063,  0.9696, -0.1887613E-01, -0.1961509E-01,  0.7389537E-03
  0.0084,  0.9696, -0.2451520E-01, -0.2624056E-01,  0.1725357E-02
  0.0112,  0.9696, -0.3202649E-01, -0.3506634E-01,  0.3039850E-02
  0.0150,  0.9696, -0.4200528E-01, -0.4679303E-01,  0.4787746E-02
  0.0199,  0.9696, -0.5521439E-01, -0.6231991E-01,  0.7105523E-02
  0.0265,  0.9696, -0.7261300E-01, -0.8278142E-01,  0.1016841E-01
  0.0351,  0.9696, -0.9537334E-01, -0.1095724E+00,  0.1419910E-01
  0.0463,  0.9696, -0.1248658E+00, -0.1443434E+00,  0.1947762E-01
  0.0608,  0.9696, -0.1625786E+00, -0.1889318E+00,  0.2635314E-01
  0.0792,  0.9696, -0.2099188E+00, -0.2451783E+00,  0.3525943E-01
  0.1023,  0.9696, -0.2678286E+00, -0.3145656E+00,  0.4673702E-01
  0.1308,  0.9696, -0.3361619E+00, -0.3976269E+00,  0.6146494E-01
  0.1650,  0.9696, -0.4128546E+00, -0.4931520E+00,  0.8029738E-01
  0.2049,  0.9696, -0.4931146E+00, -0.5973950E+00,  0.1042804E+00
  0.2499,  0.9696, -0.5691360E+00, -0.7037283E+00,  0.1345923E+00
  0.2989,  0.9696, -0.6309664E+00, -0.8033022E+00,  0.1723358E+00
  0.3500,  0.9696, -0.6687929E+00, -0.8869503E+00,  0.2181574E+00
  0.4011,  0.9696, -0.6759844E+00, -0.9477869E+00,  0.2718025E+00
  0.4501,  0.9696, -0.6513943E+00, -0.9832272E+00,  0.3318330E+00
  0.4951,  0.9696, -0.5996564E+00, -0.9953305E+00,  0.3956741E+00
  0.5350,  0.9696, -0.5293474E+00, -0.9894296E+00,  0.4600821E+00
  0.5692,  0.9696, -0.4501786E+00, -0.9720148E+00,  0.5218362E+00
  0.5977,  0.9696, -0.3706140E+00, -0.9489640E+00,  0.5783500E+00
  0.6208,  0.9696, -0.2966388E+00, -0.9246369E+00,  0.6279981E+00
  0.6392,  0.9696, -0.2316162E+00, -0.9017473E+00,  0.6701311E+00
  0.6537,  0.9696, -0.1767854E+00, -0.8816655E+00,  0.7048801E+00
  0.6649,  0.9696, -0.1319597E+00, -0.8648454E+00,  0.7328858E+00
  0.6735,  0.9696, -0.9615630E-01, -0.8512022E+00,  0.7550459E+00
  0.6801,  0.9696, -0.6805555E-01, -0.8403850E+00,  0.7723295E+00
  0.6850,  0.9696, -0.4628872E-01, -0.8319480E+00,  0.7856593E+00
  0.6888,  0.9696, -0.2959366E-01, -0.8254457E+00,  0.7958520E+00
  0.6916,  0.9696, -0.1688265E-01, -0.8204780E+00,  0.8035953E+00
  0.6937,  0.9696, -0.7257919E-02, -0.8167071E+00,  0.8094492E+00
  0.6953,  0.9696,  0.1444615E-13, -0.8138583E+00,  0.8138583E+00
  0.0047,  0.9782, -0.1468317E-01, -0.1468317E-01,  0.4057171E-12
  0.0063,  0.9782, -0.1891698E-01, -0.1965841E-01,  0.7414301E-03
  0.0084,  0.9782, -0.2456737E-01, -0.2629851E-01,  0.1731139E-02
  0.0112,  0.9782, -0.3209375E-01, -0.3514379E-01,  0.3050036E-02
  0.0150,  0.9782, -0.4209258E-01, -0.4689637E-01,  0.4803786E-02
  0.0199,  0.9782, -0.5532822E-01, -0.6245754E-01,  0.7129320E-02
  0.0265,  0.9782, -0.7276178E-01, -0.8296423E-01,  0.1020245E-01
  0.0351,  0.9782, -0.9556786E-01, -0.1098144E+00,  0.1424657E-01
  0.0463,  0.9782, -0.1251196E+00, -0.1446622E+00,  0.1954259E-01
  0.0608,  0.9782, -0.1629083E+00, -0.1893490E+00,  0.2644073E-01
  0.0792,  0.9782, -0.2103438E+00, -0.2457197E+00,  0.3537588E-01
  0.1023,  0.9782, -0.2683705E+00, -0.3152603E+00,  0.4688981E-01
  0.1308,  0.9782, -0.3368423E+00, -0.3985050E+00,  0.6166270E-01
  0.1650,  0.9782, -0.4136914E+00, -0.4942411E+00,  0.8054965E-01
  0.2049,  0.9782, -0.4941170E+00, -0.5987143E+00,  0.1045973E+00
  0.2499,  0.9782, -0.5702986E+00, -0.7052824E+00,  0.1349838E+00
  0.2989,  0.9782, -0.6322647E+00, -0.8050762E+00,  0.1728115E+00
  0.3500,  0.9782, -0.6701832E+00, -0.8889091E+00,  0.2187258E+00
  0.4011,  0.9782, -0.6774094E+00, -0.9498800E+00,  0.2724706E+00
  0.4501,  0.9782, -0.6527929E+00, -0.9853986E+00,  0.3326057E+00
  0.4951,  0.9782, -0.6009745E+00, -0.9975286E+00,  0.3965540E+00
  0.5350,  0.9782, -0.5305459E+00, -0.9916147E+00,  0.4610687E+00
  0.5692,  0.9782, -0.4512357E+00, -0.9741615E+00,  0.5229258E+00
  0.5977,  0.9782, -0.3715232E+00, -0.9510597E+00,  0.5795364E+00
  0.6208,  0.9782, -0.2974050E+00, -0.9266789E+00,  0.6292739E+00
  0.6392,  0.9782, -0.2322502E+00, -0.9037387E+00,  0.6714885E+00
  0.6537,  0.9782, -0.1773003E+00, -0.8836126E+00,  0.7063123E+00
  0.6649,  0.9782, -0.1323684E+00, -0.8667554E+00,  0.7343870E+00
  0.6735,  0.9782, -0.9647095E-01, -0.8530820E+00,  0.7566111E+00
  0.6801,  0.9782, -0.6828816E-01, -0.8422409E+00,  0.7739528E+00
  0.6850,  0.9782, -0.4645175E-01, -0.8337853E+00,  0.7873336E+00
  0.6888,  0.9782, -0.2969977E-01, -0.8272686E+00,  0.7975688E+00
  0.6916,  0.9782, -0.1694373E-01, -0.8222900E+00,  0.8053462E+00
  0.6937,  0.9782, -0.7284226E-02, -0.8185108E+00,  0.8112265E+00
  0.6953,  0.9782, -0.1328291E-14, -0.8156557E+00,  0.8156557E+00
  0.0047,  0.9844, -0.1470005E-01, -0.1470005E-01,  0.9690512E-13
  0.0063,  0.9844, -0.1893838E-01, -0.1968101E-01,  0.7426294E-03
  0.0084,  0.9844, -0.2459481E-01, -0.2632875E-01,  0.1733939E-02
  0.0112,  0.9844, -0.3212923E-01, -0.3518420E-01,  0.3054969E-02
  0.0150,  0.9844, -0.4213874E-01, -0.4695029E-01,  0.4811554E-02
  0.0199,  0.9844, -0.5538852E-01, -0.6252936E-01,  0.7140845E-02
  0.0265,  0.9844, -0.7284070E-01, -0.8305963E-01,  0.1021893E-01
  0.0351,  0.9844, -0.9567114E-01, -0.1099407E+00,  0.1426956E-01
  0.0463,  0.9844, -0.1252545E+00, -0.1448286E+00,  0.1957406E-01
  0.0608,  0.9844, -0.1630836E+00, -0.1895667E+00,  0.2648315E-01
  0.0792,  0.9844, -0.2105700E+00, -0.2460023E+00,  0.3543228E-01
  0.1023,  0.9844, -0.2686590E+00, -0.3156228E+00,  0.4696381E-01
  0.1308,  0.9844, -0.3372048E+00, -0.3989632E+00,  0.6175847E-01
  0.1650,  0.9844, -0.4141376E+00, -0.4948094E+00,  0.8067183E-01
  0.2049,  0.9844, -0.4946520E+00, -0.5994027E+00,  0.1047507E+00
  0.2499,  0.9844, -0.5709200E+00, -0.7060934E+00,  0.1351735E+00
  0.2989,  0.9844, -0.6329600E+00, -0.8060020E+00,  0.1730420E+00
  0.3500,  0.9844, -0.6709301E+00, -0.8899312E+00,  0.2190012E+00
  0.4011,  0.9844, -0.6781781E+00, -0.9509723E+00,  0.2727942E+00
  0.4501,  0.9844, -0.6535516E+00, -0.9865317E+00,  0.3329801E+00
  0.4951,  0.9844, -0.6016953E+00, -0.9986756E+00,  0.3969803E+00
  0.5350,  0.9844, -0.5312082E+00, -0.9927549E+00,  0.4615467E+00
  0.5692,  0.9844, -0.4518279E+00, -0.9752816E+00,  0.5234538E+00
  0.5977,  0.9844, -0.3720419E+00, -0.9521533E+00,  0.5801114E+00
  0.6208,  0.9844, -0.2978520E+00, -0.9277445E+00,  0.6298924E+00
  0.6392,  0.9844, -0.2326309E+00, -0.9047779E+00,  0.6721470E+00
  0.6537,  0.9844, -0.1776206E+00, -0.8846287E+00,  0.7070081E+00
  0.6649,  0.9844, -0.1326335E+00, -0.8677521E+00,  0.7351186E+00
  0.6735,  0.9844, -0.9668488E-01, -0.8540630E+00,  0.7573781E+00
  0.6801,  0.9844, -0.6845421E-01, -0.8432094E+00,  0.7747552E+00
  0.6850,  0.9844, -0.4657335E-01, -0.8347441E+00,  0.7881707E+00
  0.6888,  0.9844, -0.2978176E-01, -0.8282199E+00,  0.7984381E+00
  0.6916,  0.9844, -0.1699231E-01, -0.8232355E+00,  0.8062432E+00
  0.6937,  0.9844, -0.7306169E-02, -0.8194520E+00,  0.8121458E+00
  0.6953,  0.9844, -0.1897372E-14, -0.8165936E+00,  0.8165936E+00
  0.0047,  0.9888, -0.1470877E-01, -0.1470877E-01, -0.2815456E-14
  0.0063,  0.9888, -0.1894949E-01, -0.1969268E-01,  0.7431809E-03
  0.0084,  0.9888, -0.2460912E-01, -0.2634435E-01,  0.1735227E-02
  0.0112,  0.9888, -0.3214781E-01, -0.3520505E-01,  0.3057237E-02
  0.0150,  0.9888, -0.4216299E-01, -0.4697812E-01,  0.4815126E-02
  0.0199,  0.9888, -0.5542027E-01, -0.6256642E-01,  0.7146145E-02
  0.0265,  0.9888, -0.7288235E-01, -0.8310886E-01,  0.1022651E-01
  0.0351,  0.9888, -0.9572573E-01, -0.1100059E+00,  0.1428013E-01
  0.0463,  0.9888, -0.1253259E+00, -0.1449144E+00,  0.1958853E-01
  0.0608,  0.9888, -0.1631764E+00, -0.1896791E+00,  0.2650265E-01
  0.0792,  0.9888, -0.2106899E+00, -0.2461481E+00,  0.3545822E-01
  0.1023,  0.9888, -0.2688120E+00, -0.3158098E+00,  0.4699784E-01
  0.1308,  0.9888, -0.3373972E+00, -0.3991997E+00,  0.6180251E-01
  0.1650,  0.9888, -0.4143746E+00, -0.4951027E+00,  0.8072801E-01
  0.2049,  0.9888, -0.4949367E+00, -0.5997580E+00,  0.1048213E+00
  0.2499,  0.9888, -0.5712512E+00, -0.7065119E+00,  0.1352607E+00
  0.2989,  0.9888, -0.6333317E+00, -0.8064796E+00,  0.1731479E+00
  0.3500,  0.9888, -0.6713309E+00, -0.8904586E+00,  0.2191278E+00
  0.4011,  0.9888, -0.6785928E+00, -0.9515359E+00,  0.2729430E+00
  0.4501,  0.9888, -0.6539642E+00, -0.9871164E+00,  0.3331522E+00
  0.4951,  0.9888, -0.6020911E+00, -0.9992675E+00,  0.3971764E+00
  0.5350,  0.9888, -0.5315767E+00, -0.9933433E+00,  0.4617665E+00
  0.5692,  0.9888, -0.4521631E+00, -0.9758596E+00,  0.5236966E+00
  0.5977,  0.9888, -0.3723417E+00, -0.9527176E+00,  0.5803759E+00
  0.6208,  0.9888, -0.2981173E+00, -0.9282943E+00,  0.6301769E+00
  0.6392,  0.9888, -0.2328641E+00, -0.9053141E+00,  0.6724500E+00
  0.6537,  0.9888, -0.1778244E+00, -0.8851529E+00,  0.7073285E+00
  0.6649,  0.9888, -0.1328101E+00, -0.8682663E+00,  0.7354562E+00
  0.6735,  0.9888, -0.9683552E-01, -0.8545691E+00,  0.7577336E+00
  0.6801,  0.9888, -0.6857889E-01, -0.8437091E+00,  0.7751302E+00
  0.6850,  0.9888, -0.4667109E-01, -0.8352388E+00,  0.7885677E+00
  0.6888,  0.9888, -0.2985207E-01, -0.8287107E+00,  0.7988586E+00
  0.6916,  0.9888, -0.1703657E-01, -0.8237234E+00,  0.8066868E+00
  0.6937,  0.9888, -0.7328238E-02, -0.8199376E+00,  0.8126094E+00
  0.6953,  0.9888, -0.1912391E-14, -0.8170775E+00,  0.8170775E+00
  0.0047,  0.9920, -0.1471323E-01, -0.1471323E-01, -0.6607562E-14
  0.0063,  0.9920, -0.1895523E-01, -0.1969865E-01,  0.7434145E-03
  0.0084,  0.9920, -0.2461657E-01, -0.2635234E-01,  0.1735772E-02
  0.0112,  0.9920, -0.3215752E-01, -0.3521572E-01,  0.3058198E-02
