"Block","X","Y","Exact_dFdx","Approx_dFdx","Exact_dFdy","Approx_dFdy","Exact_Lapl","Approx_Lapl"
 2,  0.5615,  0.4222, -0.1461064E+00, -0.1461064E+00, -0.2991364E+01, -0.2991364E+01, -0.4689910E+01, -0.4689912E+01
 2,  0.5824,  0.4222, -0.1947293E+00, -0.1947293E+00, -0.2946539E+01, -0.2946539E+01, -0.4619633E+01, -0.4619634E+01
 2,  0.6007,  0.4222, -0.2366343E+00, -0.2366343E+00, -0.2896855E+01, -0.2896855E+01, -0.4541738E+01, -0.4541739E+01
 2,  0.6166,  0.4222, -0.2723277E+00, -0.2723277E+00, -0.2846050E+01, -0.2846050E+01, -0.4462084E+01, -0.4462086E+01
 2,  0.6302,  0.4222, -0.3024487E+00, -0.3024487E+00, -0.2796773E+01, -0.2796773E+01, -0.4384827E+01, -0.4384829E+01
 2,  0.6418,  0.4222, -0.3276839E+00, -0.3276839E+00, -0.2750736E+01, -0.2750736E+01, -0.4312649E+01, -0.4312651E+01
 2,  0.6516,  0.4222, -0.3487082E+00, -0.3487082E+00, -0.2708902E+01, -0.2708902E+01, -0.4247062E+01, -0.4247063E+01
 2,  0.6599,  0.4222, -0.3661501E+00, -0.3661501E+00, -0.2671684E+01, -0.2671684E+01, -0.4188711E+01, -0.4188712E+01
 2,  0.6668,  0.4222, -0.3805736E+00, -0.3805736E+00, -0.2639112E+01, -0.2639112E+01, -0.4137644E+01, -0.4137647E+01
 2,  0.6726,  0.4222, -0.3924723E+00, -0.3924723E+00, -0.2610973E+01, -0.2610973E+01, -0.4093528E+01, -0.4093526E+01
 2,  0.6774,  0.4222, -0.4022704E+00, -0.4022704E+00, -0.2586913E+01, -0.2586913E+01, -0.4055805E+01, -0.4055826E+01
 2,  0.6814,  0.4222, -0.4103277E+00, -0.4103276E+00, -0.2566507E+01, -0.2566507E+01, -0.4023813E+01, -0.4023692E+01
 2,  0.6847,  0.4222, -0.4169469E+00, -0.4169477E+00, -0.2549316E+01, -0.2549316E+01, -0.3996860E+01, -0.3997752E+01
 2,  0.6874,  0.4222, -0.4223803E+00, -0.4223753E+00, -0.2534910E+01, -0.2534910E+01, -0.3974274E+01, -0.3966878E+01
 2,  0.6897,  0.4222, -0.4268379E+00, -0.4268740E+00, -0.2522889E+01, -0.2522889E+01, -0.3955428E+01, -0.4026213E+01
 2,  0.6915,  0.4222, -0.4304932E+00, -0.4301923E+00, -0.2512895E+01, -0.2512895E+01, -0.3939758E+01, -0.3157401E+01
 2,  0.6930,  0.4222, -0.4334896E+00, -0.4364115E+00, -0.2504608E+01, -0.2504608E+01, -0.3926766E+01, -0.1393851E+02
 2,  0.6943,  0.4222, -0.4359453E+00, -0.4025324E+00, -0.2497753E+01, -0.2497753E+01, -0.3916018E+01,  0.1448251E+03
 2,  0.6953,  0.4222, -0.4379575E+00, -0.8936021E+00, -0.2492093E+01, -0.2492093E+01, -0.3907145E+01, -0.2595887E+04
 2,  0.7032,  0.4222, -0.4532626E+00, -0.4280684E+00, -0.2447744E+01, -0.2447744E+01, -0.3837615E+01, -0.2304682E+03
 2,  0.7051,  0.4222, -0.4569573E+00, -0.4571237E+00, -0.2436686E+01, -0.2436686E+01, -0.3820277E+01, -0.3333177E+01
 2,  0.7082,  0.4222, -0.4627712E+00, -0.4627661E+00, -0.2419000E+01, -0.2419000E+01, -0.3792548E+01, -0.3799134E+01
 2,  0.7130,  0.4222, -0.4717964E+00, -0.4717968E+00, -0.2390835E+01, -0.2390835E+01, -0.3748391E+01, -0.3748119E+01
 2,  0.7204,  0.4222, -0.4855101E+00, -0.4855100E+00, -0.2346325E+01, -0.2346325E+01, -0.3678607E+01, -0.3678631E+01
 2,  0.7315,  0.4222, -0.5056688E+00, -0.5056689E+00, -0.2276912E+01, -0.2276912E+01, -0.3569781E+01, -0.3569780E+01
 2,  0.7477,  0.4222, -0.5338497E+00, -0.5338497E+00, -0.2171136E+01, -0.2171136E+01, -0.3403944E+01, -0.3403946E+01
 2,  0.7700,  0.4222, -0.5704495E+00, -0.5704495E+00, -0.2016110E+01, -0.2016110E+01, -0.3160891E+01, -0.3160892E+01
 2,  0.7986,  0.4222, -0.6133501E+00, -0.6133501E+00, -0.1802509E+01, -0.1802509E+01, -0.2826003E+01, -0.2826004E+01
 2,  0.8322,  0.4222, -0.6573621E+00, -0.6573621E+00, -0.1533234E+01, -0.1533234E+01, -0.2403830E+01, -0.2403830E+01
 2,  0.8678,  0.4222, -0.6959026E+00, -0.6959026E+00, -0.1230099E+01, -0.1230099E+01, -0.1928570E+01, -0.1928570E+01
 2,  0.9014,  0.4222, -0.7243916E+00, -0.7243916E+00, -0.9291268E+00, -0.9291268E+00, -0.1456700E+01, -0.1456701E+01
 2,  0.9300,  0.4222, -0.7422951E+00, -0.7422951E+00, -0.6644821E+00, -0.6644821E+00, -0.1041786E+01, -0.1041787E+01
 2,  0.9523,  0.4222, -0.7520776E+00, -0.7520776E+00, -0.4546953E+00, -0.4546953E+00, -0.7128788E+00, -0.7128791E+00
 2,  0.9685,  0.4222, -0.7568663E+00, -0.7568663E+00, -0.3011533E+00, -0.3011533E+00, -0.4721531E+00, -0.4721533E+00
 2,  0.9796,  0.4222, -0.7590297E+00, -0.7590297E+00, -0.1949945E+00, -0.1949945E+00, -0.3057156E+00, -0.3057157E+00
 2,  0.9870,  0.4222, -0.7599542E+00, -0.7599542E+00, -0.1243694E+00, -0.1243694E+00, -0.1949884E+00, -0.1949885E+00
 2,  0.9918,  0.4222, -0.7603350E+00, -0.7603350E+00, -0.7855307E-01, -0.7855307E-01, -0.1231568E+00, -0.1231569E+00
 2,  0.9949,  0.4222, -0.7604881E+00, -0.7604881E+00, -0.4930698E-01, -0.4930698E-01, -0.7730430E-01, -0.7730427E-01
 2,  0.9968,  0.4222, -0.7605487E+00, -0.7605487E+00, -0.3082807E-01, -0.3082807E-01, -0.4833276E-01, -0.4833342E-01
 2,  0.9980,  0.4222, -0.7605724E+00, -0.7605724E+00, -0.1922708E-01, -0.1922707E-01, -0.3014453E-01, -0.3013675E-01
 2,  0.0047,  0.4336,  0.6509304E+00,  0.2632789E+00, -0.4523377E-01, -0.4523377E-01, -0.6020116E-01,  0.2205134E+04
 2,  0.0057,  0.4336,  0.6508961E+00,  0.6793230E+00, -0.5516594E-01, -0.5516594E-01, -0.7341978E-01, -0.1266188E+03
 2,  0.0070,  0.4336,  0.6508451E+00,  0.6483592E+00, -0.6725652E-01, -0.6725652E-01, -0.8951101E-01,  0.8428238E+01
 2,  0.0085,  0.4336,  0.6507694E+00,  0.6510254E+00, -0.8196352E-01, -0.8196352E-01, -0.1090844E+00, -0.7746963E+00
 2,  0.0103,  0.4336,  0.6506574E+00,  0.6506266E+00, -0.9983664E-01, -0.9983664E-01, -0.1328716E+00, -0.7265112E-01
 2,  0.0126,  0.4336,  0.6504918E+00,  0.6504961E+00, -0.1215329E+00, -0.1215329E+00, -0.1617468E+00, -0.1680406E+00
 2,  0.0153,  0.4336,  0.6502474E+00,  0.6502467E+00, -0.1478333E+00, -0.1478333E+00, -0.1967498E+00, -0.1959924E+00
 2,  0.0186,  0.4336,  0.6498877E+00,  0.6498878E+00, -0.1796603E+00, -0.1796603E+00, -0.2391081E+00, -0.2392126E+00
 2,  0.0226,  0.4336,  0.6493598E+00,  0.6493598E+00, -0.2180940E+00, -0.2180940E+00, -0.2902591E+00, -0.2902426E+00
 2,  0.0274,  0.4336,  0.6485878E+00,  0.6485878E+00, -0.2643847E+00, -0.2643847E+00, -0.3518669E+00, -0.3518698E+00
 2,  0.0332,  0.4336,  0.6474636E+00,  0.6474635E+00, -0.3199595E+00, -0.3199595E+00, -0.4258308E+00, -0.4258302E+00
 2,  0.0401,  0.4336,  0.6458350E+00,  0.6458350E+00, -0.3864153E+00, -0.3864153E+00, -0.5142761E+00, -0.5142762E+00
 2,  0.0484,  0.4336,  0.6434908E+00,  0.6434908E+00, -0.4654920E+00, -0.4654920E+00, -0.6195185E+00, -0.6195184E+00
 2,  0.0582,  0.4336,  0.6401418E+00,  0.6401418E+00, -0.5590155E+00, -0.5590155E+00, -0.7439880E+00, -0.7439880E+00
 2,  0.0698,  0.4336,  0.6354006E+00,  0.6354006E+00, -0.6687961E+00, -0.6687961E+00, -0.8900938E+00, -0.8900937E+00
 2,  0.0834,  0.4336,  0.6287611E+00,  0.6287611E+00, -0.7964689E+00, -0.7964689E+00, -0.1060012E+01, -0.1060012E+01
 2,  0.0993,  0.4336,  0.6195823E+00,  0.6195823E+00, -0.9432642E+00, -0.9432642E+00, -0.1255381E+01, -0.1255381E+01
 2,  0.1176,  0.4336,  0.6070846E+00,  0.6070846E+00, -0.1109701E+01, -0.1109701E+01, -0.1476890E+01, -0.1476890E+01
 2,  0.1385,  0.4336,  0.5903677E+00,  0.5903677E+00, -0.1295220E+01, -0.1295220E+01, -0.1723796E+01, -0.1723795E+01
 2,  0.1620,  0.4336,  0.5684621E+00,  0.5684621E+00, -0.1497791E+01, -0.1497791E+01, -0.1993395E+01, -0.1993394E+01
 2,  0.1883,  0.4336,  0.5404236E+00,  0.5404236E+00, -0.1713579E+01, -0.1713579E+01, -0.2280585E+01, -0.2280585E+01
 2,  0.2170,  0.4336,  0.5054704E+00,  0.5054704E+00, -0.1936789E+01, -0.1936789E+01, -0.2577652E+01, -0.2577652E+01
 2,  0.2480,  0.4336,  0.4631521E+00,  0.4631521E+00, -0.2159805E+01, -0.2159805E+01, -0.2874462E+01, -0.2874462E+01
 2,  0.2809,  0.4336,  0.4135143E+00,  0.4135143E+00, -0.2373741E+01, -0.2373741E+01, -0.3159188E+01, -0.3159187E+01
 2,  0.3151,  0.4336,  0.3572157E+00,  0.3572157E+00, -0.2569388E+01, -0.2569388E+01, -0.3419572E+01, -0.3419572E+01
 2,  0.3500,  0.4336,  0.2955482E+00,  0.2955482E+00, -0.2738422E+01, -0.2738422E+01, -0.3644537E+01, -0.3644536E+01
 2,  0.3849,  0.4336,  0.2303348E+00,  0.2303348E+00, -0.2874599E+01, -0.2874599E+01, -0.3825774E+01, -0.3825774E+01
 2,  0.4191,  0.4336,  0.1637164E+00,  0.1637164E+00, -0.2974628E+01, -0.2974628E+01, -0.3958901E+01, -0.3958901E+01
 2,  0.4520,  0.4336,  0.9787906E-01,  0.9787906E-01, -0.3038466E+01, -0.3038466E+01, -0.4043863E+01, -0.4043862E+01
 2,  0.4830,  0.4336,  0.3478801E-01,  0.3478801E-01, -0.3069011E+01, -0.3069011E+01, -0.4084515E+01, -0.4084515E+01
 2,  0.5117,  0.4336, -0.2400702E-01, -0.2400702E-01, -0.3071312E+01, -0.3071312E+01, -0.4087577E+01, -0.4087577E+01
 2,  0.5380,  0.4336, -0.7746606E-01, -0.7746606E-01, -0.3051565E+01, -0.3051565E+01, -0.4061297E+01, -0.4061297E+01
 2,  0.5615,  0.4336, -0.1250551E+00, -0.1250551E+00, -0.3016163E+01, -0.3016163E+01, -0.4014181E+01, -0.4014180E+01
 2,  0.5824,  0.4336, -0.1666724E+00, -0.1666724E+00, -0.2970967E+01, -0.2970967E+01, -0.3954029E+01, -0.3954029E+01
 2,  0.6007,  0.4336, -0.2025397E+00, -0.2025397E+00, -0.2920871E+01, -0.2920871E+01, -0.3887357E+01, -0.3887357E+01
 2,  0.6166,  0.4336, -0.2330903E+00, -0.2330903E+00, -0.2869644E+01, -0.2869644E+01, -0.3819180E+01, -0.3819180E+01
 2,  0.6302,  0.4336, -0.2588714E+00, -0.2588714E+00, -0.2819959E+01, -0.2819959E+01, -0.3753055E+01, -0.3753054E+01
 2,  0.6418,  0.4336, -0.2804707E+00, -0.2804707E+00, -0.2773540E+01, -0.2773540E+01, -0.3691276E+01, -0.3691276E+01
 2,  0.6516,  0.4336, -0.2984658E+00, -0.2984658E+00, -0.2731360E+01, -0.2731360E+01, -0.3635139E+01, -0.3635138E+01
 2,  0.6599,  0.4336, -0.3133946E+00, -0.3133946E+00, -0.2693833E+01, -0.2693833E+01, -0.3585195E+01, -0.3585194E+01
 2,  0.6668,  0.4336, -0.3257399E+00, -0.3257400E+00, -0.2660991E+01, -0.2660991E+01, -0.3541486E+01, -0.3541486E+01
 2,  0.6726,  0.4336, -0.3359243E+00, -0.3359243E+00, -0.2632619E+01, -0.2632619E+01, -0.3503726E+01, -0.3503723E+01
 2,  0.6774,  0.4336, -0.3443106E+00, -0.3443107E+00, -0.2608359E+01, -0.2608359E+01, -0.3471438E+01, -0.3471454E+01
 2,  0.6814,  0.4336, -0.3512071E+00, -0.3512070E+00, -0.2587785E+01, -0.2587785E+01, -0.3444056E+01, -0.3443950E+01
 2,  0.6847,  0.4336, -0.3568725E+00, -0.3568732E+00, -0.2570451E+01, -0.2570451E+01, -0.3420987E+01, -0.3421748E+01
 2,  0.6874,  0.4336, -0.3615231E+00, -0.3615188E+00, -0.2555925E+01, -0.2555925E+01, -0.3401655E+01, -0.3395322E+01
 2,  0.6897,  0.4336, -0.3653384E+00, -0.3653694E+00, -0.2543805E+01, -0.2543805E+01, -0.3385524E+01, -0.3446108E+01
 2,  0.6915,  0.4336, -0.3684671E+00, -0.3682095E+00, -0.2533727E+01, -0.2533727E+01, -0.3372112E+01, -0.2702477E+01
 2,  0.6930,  0.4336, -0.3710318E+00, -0.3735327E+00, -0.2525372E+01, -0.2525372E+01, -0.3360991E+01, -0.1193022E+02
 2,  0.6943,  0.4336, -0.3731337E+00, -0.3445349E+00, -0.2518460E+01, -0.2518460E+01, -0.3351792E+01,  0.1239584E+03
 2,  0.6953,  0.4336, -0.3748559E+00, -0.7648503E+00, -0.2512753E+01, -0.2512753E+01, -0.3344197E+01, -0.2221866E+04
 2,  0.7032,  0.4336, -0.3879558E+00, -0.3663916E+00, -0.2468037E+01, -0.2468037E+01, -0.3284685E+01, -0.1972618E+03
 2,  0.7051,  0.4336, -0.3911182E+00, -0.3912606E+00, -0.2456887E+01, -0.2456887E+01, -0.3269846E+01, -0.2852927E+01
 2,  0.7082,  0.4336, -0.3960944E+00, -0.3960901E+00, -0.2439054E+01, -0.2439054E+01, -0.3246112E+01, -0.3251747E+01
 2,  0.7130,  0.4336, -0.4038192E+00, -0.4038196E+00, -0.2410656E+01, -0.2410656E+01, -0.3208317E+01, -0.3208082E+01
 2,  0.7204,  0.4336, -0.4155571E+00, -0.4155570E+00, -0.2365777E+01, -0.2365777E+01, -0.3148588E+01, -0.3148606E+01
 2,  0.7315,  0.4336, -0.4328113E+00, -0.4328113E+00, -0.2295789E+01, -0.2295789E+01, -0.3055441E+01, -0.3055439E+01
 2,  0.7477,  0.4336, -0.4569318E+00, -0.4569318E+00, -0.2189136E+01, -0.2189136E+01, -0.2913498E+01, -0.2913498E+01
 2,  0.7700,  0.4336, -0.4882583E+00, -0.4882583E+00, -0.2032824E+01, -0.2032824E+01, -0.2705465E+01, -0.2705465E+01
 2,  0.7986,  0.4336, -0.5249776E+00, -0.5249776E+00, -0.1817452E+01, -0.1817452E+01, -0.2418828E+01, -0.2418828E+01
 2,  0.8322,  0.4336, -0.5626484E+00, -0.5626484E+00, -0.1545945E+01, -0.1545945E+01, -0.2057482E+01, -0.2057482E+01
 2,  0.8678,  0.4336, -0.5956359E+00, -0.5956359E+00, -0.1240297E+01, -0.1240297E+01, -0.1650699E+01, -0.1650698E+01
 2,  0.9014,  0.4336, -0.6200201E+00, -0.6200201E+00, -0.9368295E+00, -0.9368295E+00, -0.1246817E+01, -0.1246817E+01
 2,  0.9300,  0.4336, -0.6353441E+00, -0.6353441E+00, -0.6699909E+00, -0.6699909E+00, -0.8916840E+00, -0.8916840E+00
 2,  0.9523,  0.4336, -0.6437171E+00, -0.6437171E+00, -0.4584648E+00, -0.4584648E+00, -0.6101661E+00, -0.6101660E+00
 2,  0.9685,  0.4336, -0.6478159E+00, -0.6478159E+00, -0.3036499E+00, -0.3036499E+00, -0.4041246E+00, -0.4041245E+00
 2,  0.9796,  0.4336, -0.6496675E+00, -0.6496675E+00, -0.1966111E+00, -0.1966111E+00, -0.2616676E+00, -0.2616676E+00
 2,  0.9870,  0.4336, -0.6504588E+00, -0.6504588E+00, -0.1254004E+00, -0.1254004E+00, -0.1668942E+00, -0.1668941E+00
 2,  0.9918,  0.4336, -0.6507847E+00, -0.6507847E+00, -0.7920430E-01, -0.7920430E-01, -0.1054122E+00, -0.1054122E+00
 2,  0.9949,  0.4336, -0.6509158E+00, -0.6509158E+00, -0.4971575E-01, -0.4971575E-01, -0.6616618E-01, -0.6616612E-01
 2,  0.9968,  0.4336, -0.6509677E+00, -0.6509677E+00, -0.3108364E-01, -0.3108365E-01, -0.4136890E-01, -0.4136944E-01
 2,  0.9980,  0.4336, -0.6509880E+00, -0.6509880E+00, -0.1938647E-01, -0.1938647E-01, -0.2580126E-01, -0.2579459E-01
 2,  0.0047,  0.4503,  0.4884474E+00,  0.1968074E+00, -0.4567499E-01, -0.4567499E-01, -0.4517395E-01,  0.1658977E+04
 2,  0.0057,  0.4503,  0.4884216E+00,  0.5098079E+00, -0.5570403E-01, -0.5570403E-01, -0.5509298E-01, -0.9525832E+02
 2,  0.0070,  0.4503,  0.4883833E+00,  0.4865131E+00, -0.6791255E-01, -0.6791255E-01, -0.6716758E-01,  0.6340948E+01
 2,  0.0085,  0.4503,  0.4883266E+00,  0.4885192E+00, -0.8276300E-01, -0.8276300E-01, -0.8185513E-01, -0.5826116E+00
 2,  0.0103,  0.4503,  0.4882425E+00,  0.4882194E+00, -0.1008105E+00, -0.1008105E+00, -0.9970461E-01, -0.5439928E-01
 2,  0.0126,  0.4503,  0.4881182E+00,  0.4881214E+00, -0.1227183E+00, -0.1227183E+00, -0.1213721E+00, -0.1261071E+00
 2,  0.0153,  0.4503,  0.4879349E+00,  0.4879343E+00, -0.1492753E+00, -0.1492753E+00, -0.1476378E+00, -0.1470680E+00
 2,  0.0186,  0.4503,  0.4876649E+00,  0.4876650E+00, -0.1814128E+00, -0.1814128E+00, -0.1794228E+00, -0.1795014E+00
 2,  0.0226,  0.4503,  0.4872688E+00,  0.4872688E+00, -0.2202213E+00, -0.2202213E+00, -0.2178056E+00, -0.2177932E+00
 2,  0.0274,  0.4503,  0.4866895E+00,  0.4866895E+00, -0.2669636E+00, -0.2669636E+00, -0.2640351E+00, -0.2640373E+00
 2,  0.0332,  0.4503,  0.4858459E+00,  0.4858459E+00, -0.3230805E+00, -0.3230805E+00, -0.3195364E+00, -0.3195360E+00
 2,  0.0401,  0.4503,  0.4846239E+00,  0.4846239E+00, -0.3901844E+00, -0.3901844E+00, -0.3859042E+00, -0.3859043E+00
 2,  0.0484,  0.4503,  0.4828648E+00,  0.4828648E+00, -0.4700325E+00, -0.4700325E+00, -0.4648764E+00, -0.4648764E+00
 2,  0.0582,  0.4503,  0.4803517E+00,  0.4803517E+00, -0.5644682E+00, -0.5644682E+00, -0.5582763E+00, -0.5582763E+00
 2,  0.0698,  0.4503,  0.4767940E+00,  0.4767940E+00, -0.6753196E+00, -0.6753196E+00, -0.6679116E+00, -0.6679116E+00
 2,  0.0834,  0.4503,  0.4718118E+00,  0.4718118E+00, -0.8042378E+00, -0.8042378E+00, -0.7954156E+00, -0.7954156E+00
 2,  0.0993,  0.4503,  0.4649242E+00,  0.4649242E+00, -0.9524649E+00, -0.9524649E+00, -0.9420168E+00, -0.9420168E+00
 2,  0.1176,  0.4503,  0.4555462E+00,  0.4555462E+00, -0.1120526E+01, -0.1120526E+01, -0.1108234E+01, -0.1108234E+01
 2,  0.1385,  0.4503,  0.4430021E+00,  0.4430021E+00, -0.1307854E+01, -0.1307854E+01, -0.1293508E+01, -0.1293508E+01
 2,  0.1620,  0.4503,  0.4265646E+00,  0.4265646E+00, -0.1512401E+01, -0.1512401E+01, -0.1495810E+01, -0.1495810E+01
 2,  0.1883,  0.4503,  0.4055249E+00,  0.4055249E+00, -0.1730294E+01, -0.1730294E+01, -0.1711313E+01, -0.1711313E+01
 2,  0.2170,  0.4503,  0.3792966E+00,  0.3792966E+00, -0.1955681E+01, -0.1955681E+01, -0.1934228E+01, -0.1934228E+01
 2,  0.2480,  0.4503,  0.3475416E+00,  0.3475416E+00, -0.2180872E+01, -0.2180872E+01, -0.2156949E+01, -0.2156949E+01
 2,  0.2809,  0.4503,  0.3102942E+00,  0.3102942E+00, -0.2396895E+01, -0.2396895E+01, -0.2370602E+01, -0.2370602E+01
 2,  0.3151,  0.4503,  0.2680487E+00,  0.2680487E+00, -0.2594450E+01, -0.2594450E+01, -0.2565990E+01, -0.2565990E+01
 2,  0.3500,  0.4503,  0.2217745E+00,  0.2217745E+00, -0.2765132E+01, -0.2765132E+01, -0.2734800E+01, -0.2734800E+01
 2,  0.3849,  0.4503,  0.1728394E+00,  0.1728394E+00, -0.2902638E+01, -0.2902638E+01, -0.2870798E+01, -0.2870797E+01
 2,  0.4191,  0.4503,  0.1228501E+00,  0.1228501E+00, -0.3003642E+01, -0.3003642E+01, -0.2970694E+01, -0.2970694E+01
 2,  0.4520,  0.4503,  0.7344682E-01,  0.7344682E-01, -0.3068103E+01, -0.3068103E+01, -0.3034447E+01, -0.3034447E+01
 2,  0.4830,  0.4503,  0.2610435E-01,  0.2610435E-01, -0.3098947E+01, -0.3098947E+01, -0.3064952E+01, -0.3064952E+01
 2,  0.5117,  0.4503, -0.1801447E-01, -0.1801447E-01, -0.3101270E+01, -0.3101270E+01, -0.3067250E+01, -0.3067250E+01
 2,  0.5380,  0.4503, -0.5812925E-01, -0.5812925E-01, -0.3081331E+01, -0.3081331E+01, -0.3047530E+01, -0.3047530E+01
 2,  0.5615,  0.4503, -0.9383929E-01, -0.9383929E-01, -0.3045583E+01, -0.3045583E+01, -0.3012175E+01, -0.3012175E+01
 2,  0.5824,  0.4503, -0.1250682E+00, -0.1250682E+00, -0.2999946E+01, -0.2999946E+01, -0.2967038E+01, -0.2967038E+01
 2,  0.6007,  0.4503, -0.1519824E+00, -0.1519824E+00, -0.2949361E+01, -0.2949361E+01, -0.2917008E+01, -0.2917008E+01
 2,  0.6166,  0.4503, -0.1749071E+00, -0.1749071E+00, -0.2897635E+01, -0.2897635E+01, -0.2865849E+01, -0.2865849E+01
 2,  0.6302,  0.4503, -0.1942528E+00, -0.1942528E+00, -0.2847465E+01, -0.2847465E+01, -0.2816230E+01, -0.2816230E+01
 2,  0.6418,  0.4503, -0.2104605E+00, -0.2104605E+00, -0.2800594E+01, -0.2800594E+01, -0.2769872E+01, -0.2769872E+01
 2,  0.6516,  0.4503, -0.2239638E+00, -0.2239638E+00, -0.2758002E+01, -0.2758002E+01, -0.2727748E+01, -0.2727748E+01
 2,  0.6599,  0.4503, -0.2351661E+00, -0.2351661E+00, -0.2720109E+01, -0.2720109E+01, -0.2690271E+01, -0.2690271E+01
 2,  0.6668,  0.4503, -0.2444298E+00, -0.2444298E+00, -0.2686947E+01, -0.2686947E+01, -0.2657472E+01, -0.2657473E+01
 2,  0.6726,  0.4503, -0.2520720E+00, -0.2520720E+00, -0.2658298E+01, -0.2658298E+01, -0.2629138E+01, -0.2629136E+01
 2,  0.6774,  0.4503, -0.2583650E+00, -0.2583650E+00, -0.2633801E+01, -0.2633801E+01, -0.2604910E+01, -0.2604922E+01
 2,  0.6814,  0.4503, -0.2635400E+00, -0.2635399E+00, -0.2613026E+01, -0.2613026E+01, -0.2584362E+01, -0.2584283E+01
 2,  0.6847,  0.4503, -0.2677912E+00, -0.2677917E+00, -0.2595523E+01, -0.2595523E+01, -0.2567052E+01, -0.2567623E+01
 2,  0.6874,  0.4503, -0.2712809E+00, -0.2712777E+00, -0.2580856E+01, -0.2580856E+01, -0.2552545E+01, -0.2547794E+01
 2,  0.6897,  0.4503, -0.2741439E+00, -0.2741671E+00, -0.2568618E+01, -0.2568618E+01, -0.2540441E+01, -0.2585903E+01
 2,  0.6915,  0.4503, -0.2764916E+00, -0.2762983E+00, -0.2558442E+01, -0.2558442E+01, -0.2530377E+01, -0.2027893E+01
 2,  0.6930,  0.4503, -0.2784161E+00, -0.2802927E+00, -0.2550004E+01, -0.2550004E+01, -0.2522032E+01, -0.8952249E+01
 2,  0.6943,  0.4503, -0.2799933E+00, -0.2585332E+00, -0.2543025E+01, -0.2543025E+01, -0.2515129E+01,  0.9301644E+02
 2,  0.6953,  0.4503, -0.2812856E+00, -0.5739314E+00, -0.2537263E+01, -0.2537263E+01, -0.2509430E+01, -0.1667254E+04
 2,  0.7032,  0.4503, -0.2911156E+00, -0.2749342E+00, -0.2492111E+01, -0.2492111E+01, -0.2464773E+01, -0.1480222E+03
 2,  0.7051,  0.4503, -0.2934886E+00, -0.2935955E+00, -0.2480852E+01, -0.2480852E+01, -0.2453638E+01, -0.2140789E+01
 2,  0.7082,  0.4503, -0.2972227E+00, -0.2972194E+00, -0.2462845E+01, -0.2462845E+01, -0.2435828E+01, -0.2440057E+01
 2,  0.7130,  0.4503, -0.3030193E+00, -0.3030195E+00, -0.2434169E+01, -0.2434169E+01, -0.2407468E+01, -0.2407292E+01
 2,  0.7204,  0.4503, -0.3118271E+00, -0.3118271E+00, -0.2388853E+01, -0.2388853E+01, -0.2362648E+01, -0.2362662E+01
 2,  0.7315,  0.4503, -0.3247744E+00, -0.3247744E+00, -0.2318182E+01, -0.2318182E+01, -0.2292753E+01, -0.2292751E+01
 2,  0.7477,  0.4503, -0.3428741E+00, -0.3428741E+00, -0.2210489E+01, -0.2210489E+01, -0.2186241E+01, -0.2186241E+01
 2,  0.7700,  0.4503, -0.3663809E+00, -0.3663809E+00, -0.2052653E+01, -0.2052653E+01, -0.2030136E+01, -0.2030136E+01
 2,  0.7986,  0.4503, -0.3939345E+00, -0.3939345E+00, -0.1835180E+01, -0.1835180E+01, -0.1815048E+01, -0.1815049E+01
 2,  0.8322,  0.4503, -0.4222020E+00, -0.4222020E+00, -0.1561024E+01, -0.1561024E+01, -0.1543901E+01, -0.1543900E+01
 2,  0.8678,  0.4503, -0.4469553E+00, -0.4469553E+00, -0.1252395E+01, -0.1252395E+01, -0.1238657E+01, -0.1238657E+01
 2,  0.9014,  0.4503, -0.4652528E+00, -0.4652528E+00, -0.9459675E+00, -0.9459675E+00, -0.9355906E+00, -0.9355908E+00
 2,  0.9300,  0.4503, -0.4767517E+00, -0.4767517E+00, -0.6765261E+00, -0.6765261E+00, -0.6691049E+00, -0.6691049E+00
 2,  0.9523,  0.4503, -0.4830346E+00, -0.4830346E+00, -0.4629368E+00, -0.4629367E+00, -0.4578585E+00, -0.4578585E+00
 2,  0.9685,  0.4503, -0.4861103E+00, -0.4861103E+00, -0.3066118E+00, -0.3066118E+00, -0.3032484E+00, -0.3032484E+00
 2,  0.9796,  0.4503, -0.4874997E+00, -0.4874997E+00, -0.1985288E+00, -0.1985288E+00, -0.1963511E+00, -0.1963511E+00
 2,  0.9870,  0.4503, -0.4880935E+00, -0.4880935E+00, -0.1266236E+00, -0.1266236E+00, -0.1252346E+00, -0.1252346E+00
 2,  0.9918,  0.4503, -0.4883381E+00, -0.4883381E+00, -0.7997687E-01, -0.7997687E-01, -0.7909956E-01, -0.7909957E-01
 2,  0.9949,  0.4503, -0.4884364E+00, -0.4884364E+00, -0.5020068E-01, -0.5020068E-01, -0.4965000E-01, -0.4964996E-01
 2,  0.9968,  0.4503, -0.4884753E+00, -0.4884753E+00, -0.3138684E-01, -0.3138684E-01, -0.3104254E-01, -0.3104295E-01
 2,  0.9980,  0.4503, -0.4884906E+00, -0.4884906E+00, -0.1957557E-01, -0.1957557E-01, -0.1936084E-01, -0.1935583E-01
 2,  0.0047,  0.4743,  0.2532831E+00,  0.1019164E+00, -0.4608684E-01, -0.4608684E-01, -0.2342484E-01,  0.8610413E+03
