"Block","X","Y","Exact_dFdx","Approx_dFdx","Exact_dFdy","Approx_dFdy","Exact_Lapl","Approx_Lapl"
 1,  0.0047,  0.0027,  0.3141141E+01,  0.3141142E+01, -0.3888742E-03, -0.3888470E-03, -0.2905078E+00, -0.2933274E+00
 1,  0.0057,  0.0027,  0.3140975E+01,  0.3140975E+01, -0.4742609E-03, -0.4742278E-03, -0.3542958E+00, -0.3541982E+00
 1,  0.0070,  0.0027,  0.3140729E+01,  0.3140729E+01, -0.5782035E-03, -0.5781631E-03, -0.4319459E+00, -0.4320453E+00
 1,  0.0085,  0.0027,  0.3140364E+01,  0.3140364E+01, -0.7046394E-03, -0.7045902E-03, -0.5263996E+00, -0.5265043E+00
 1,  0.0103,  0.0027,  0.3139824E+01,  0.3139824E+01, -0.8582944E-03, -0.8582344E-03, -0.6411873E+00, -0.6413163E+00
 1,  0.0126,  0.0027,  0.3139024E+01,  0.3139024E+01, -0.1044817E-02, -0.1044744E-02, -0.7805284E+00, -0.7806853E+00
 1,  0.0153,  0.0027,  0.3137845E+01,  0.3137845E+01, -0.1270921E-02, -0.1270832E-02, -0.9494393E+00, -0.9496302E+00
 1,  0.0186,  0.0027,  0.3136109E+01,  0.3136109E+01, -0.1544538E-02, -0.1544430E-02, -0.1153844E+01, -0.1154076E+01
 1,  0.0226,  0.0027,  0.3133562E+01,  0.3133562E+01, -0.1874952E-02, -0.1874820E-02, -0.1400679E+01, -0.1400961E+01
 1,  0.0274,  0.0027,  0.3129836E+01,  0.3129836E+01, -0.2272913E-02, -0.2272754E-02, -0.1697975E+01, -0.1698317E+01
 1,  0.0332,  0.0027,  0.3124411E+01,  0.3124411E+01, -0.2750688E-02, -0.2750496E-02, -0.2054897E+01, -0.2055310E+01
 1,  0.0401,  0.0027,  0.3116553E+01,  0.3116553E+01, -0.3322007E-02, -0.3321775E-02, -0.2481700E+01, -0.2482199E+01
 1,  0.0484,  0.0027,  0.3105240E+01,  0.3105240E+01, -0.4001829E-02, -0.4001550E-02, -0.2989559E+01, -0.2990160E+01
 1,  0.0582,  0.0027,  0.3089079E+01,  0.3089079E+01, -0.4805850E-02, -0.4805514E-02, -0.3590202E+01, -0.3590923E+01
 1,  0.0698,  0.0027,  0.3066200E+01,  0.3066200E+01, -0.5749632E-02, -0.5749230E-02, -0.4295252E+01, -0.4296116E+01
 1,  0.0834,  0.0027,  0.3034160E+01,  0.3034160E+01, -0.6847234E-02, -0.6846755E-02, -0.5115214E+01, -0.5116242E+01
 1,  0.0993,  0.0027,  0.2989867E+01,  0.2989867E+01, -0.8109232E-02, -0.8108664E-02, -0.6057987E+01, -0.6059205E+01
 1,  0.1176,  0.0027,  0.2929558E+01,  0.2929558E+01, -0.9540090E-02, -0.9539423E-02, -0.7126907E+01, -0.7128340E+01
 1,  0.1385,  0.0027,  0.2848889E+01,  0.2848889E+01, -0.1113500E-01, -0.1113422E-01, -0.8318378E+01, -0.8320050E+01
 1,  0.1620,  0.0027,  0.2743181E+01,  0.2743181E+01, -0.1287649E-01, -0.1287559E-01, -0.9619360E+01, -0.9621294E+01
 1,  0.1883,  0.0027,  0.2607877E+01,  0.2607877E+01, -0.1473162E-01, -0.1473059E-01, -0.1100523E+02, -0.1100744E+02
 1,  0.2170,  0.0027,  0.2439207E+01,  0.2439207E+01, -0.1665055E-01, -0.1664939E-01, -0.1243876E+02, -0.1244126E+02
 1,  0.2480,  0.0027,  0.2234995E+01,  0.2234995E+01, -0.1856782E-01, -0.1856652E-01, -0.1387105E+02, -0.1387384E+02
 1,  0.2809,  0.0027,  0.1995462E+01,  0.1995462E+01, -0.2040703E-01, -0.2040560E-01, -0.1524503E+02, -0.1524810E+02
 1,  0.3151,  0.0027,  0.1723786E+01,  0.1723786E+01, -0.2208900E-01, -0.2208746E-01, -0.1650155E+02, -0.1650487E+02
 1,  0.3500,  0.0027,  0.1426203E+01,  0.1426203E+01, -0.2354218E-01, -0.2354053E-01, -0.1758714E+02, -0.1759068E+02
 1,  0.3849,  0.0027,  0.1111507E+01,  0.1111507E+01, -0.2471290E-01, -0.2471117E-01, -0.1846172E+02, -0.1846544E+02
 1,  0.4191,  0.0027,  0.7900329E+00,  0.7900329E+00, -0.2557284E-01, -0.2557105E-01, -0.1910414E+02, -0.1910798E+02
 1,  0.4520,  0.0027,  0.4723269E+00,  0.4723269E+00, -0.2612165E-01, -0.2611983E-01, -0.1951413E+02, -0.1951806E+02
 1,  0.4830,  0.0027,  0.1678736E+00,  0.1678736E+00, -0.2638425E-01, -0.2638241E-01, -0.1971031E+02, -0.1971427E+02
 1,  0.5117,  0.0027, -0.1158487E+00, -0.1158487E+00, -0.2640403E-01, -0.2640219E-01, -0.1972508E+02, -0.1972905E+02
 1,  0.5380,  0.0027, -0.3738216E+00, -0.3738216E+00, -0.2623427E-01, -0.2623244E-01, -0.1959826E+02, -0.1960220E+02
 1,  0.5615,  0.0027, -0.6034682E+00, -0.6034682E+00, -0.2592992E-01, -0.2592811E-01, -0.1937090E+02, -0.1937479E+02
 1,  0.5824,  0.0027, -0.8042971E+00, -0.8042971E+00, -0.2554137E-01, -0.2553958E-01, -0.1908063E+02, -0.1908447E+02
 1,  0.6007,  0.0027, -0.9773791E+00, -0.9773791E+00, -0.2511069E-01, -0.2510894E-01, -0.1875890E+02, -0.1876267E+02
 1,  0.6166,  0.0027, -0.1124805E+01, -0.1124805E+01, -0.2467030E-01, -0.2466857E-01, -0.1842990E+02, -0.1843361E+02
 1,  0.6302,  0.0027, -0.1249215E+01, -0.1249215E+01, -0.2424316E-01, -0.2424146E-01, -0.1811081E+02, -0.1811445E+02
 1,  0.6418,  0.0027, -0.1353444E+01, -0.1353444E+01, -0.2384409E-01, -0.2384243E-01, -0.1781269E+02, -0.1781627E+02
 1,  0.6516,  0.0027, -0.1440282E+01, -0.1440282E+01, -0.2348147E-01, -0.2347983E-01, -0.1754179E+02, -0.1754531E+02
 1,  0.6599,  0.0027, -0.1512322E+01, -0.1512322E+01, -0.2315885E-01, -0.2315723E-01, -0.1730078E+02, -0.1730426E+02
 1,  0.6668,  0.0027, -0.1571896E+01, -0.1571896E+01, -0.2287651E-01, -0.2287491E-01, -0.1708986E+02, -0.1709329E+02
 1,  0.6726,  0.0027, -0.1621042E+01, -0.1621042E+01, -0.2263260E-01, -0.2263101E-01, -0.1690764E+02, -0.1691104E+02
 1,  0.6774,  0.0027, -0.1661511E+01, -0.1661511E+01, -0.2242403E-01, -0.2242246E-01, -0.1675183E+02, -0.1675520E+02
 1,  0.6814,  0.0027, -0.1694791E+01, -0.1694791E+01, -0.2224715E-01, -0.2224560E-01, -0.1661970E+02, -0.1662304E+02
 1,  0.6847,  0.0027, -0.1722130E+01, -0.1722130E+01, -0.2209814E-01, -0.2209659E-01, -0.1650837E+02, -0.1651169E+02
 1,  0.6874,  0.0027, -0.1744572E+01, -0.1744572E+01, -0.2197326E-01, -0.2197172E-01, -0.1641508E+02, -0.1641838E+02
 1,  0.6897,  0.0027, -0.1762983E+01, -0.1762983E+01, -0.2186906E-01, -0.2186753E-01, -0.1633724E+02, -0.1634053E+02
 1,  0.6915,  0.0027, -0.1778081E+01, -0.1778081E+01, -0.2178242E-01, -0.2178090E-01, -0.1627252E+02, -0.1627580E+02
 1,  0.6930,  0.0027, -0.1790457E+01, -0.1790457E+01, -0.2171059E-01, -0.2170907E-01, -0.1621886E+02, -0.1622204E+02
 1,  0.6943,  0.0027, -0.1800600E+01, -0.1800600E+01, -0.2165117E-01, -0.2164966E-01, -0.1617447E+02, -0.1617876E+02
 1,  0.6953,  0.0027, -0.1808911E+01, -0.1808908E+01, -0.2160211E-01, -0.2160060E-01, -0.1613782E+02, -0.1612399E+02
 1,  0.0047,  0.0048,  0.3140896E+01,  0.3140898E+01, -0.6965362E-03, -0.6965421E-03, -0.2904851E+00, -0.3024605E+00
 1,  0.0057,  0.0048,  0.3140730E+01,  0.3140730E+01, -0.8494776E-03, -0.8494847E-03, -0.3542681E+00, -0.3535304E+00
 1,  0.0070,  0.0048,  0.3140484E+01,  0.3140484E+01, -0.1035655E-02, -0.1035664E-02, -0.4319122E+00, -0.4319598E+00
 1,  0.0085,  0.0048,  0.3140119E+01,  0.3140119E+01, -0.1262123E-02, -0.1262133E-02, -0.5263585E+00, -0.5263455E+00
 1,  0.0103,  0.0048,  0.3139578E+01,  0.3139578E+01, -0.1537343E-02, -0.1537356E-02, -0.6411372E+00, -0.6411278E+00
 1,  0.0126,  0.0048,  0.3138779E+01,  0.3138779E+01, -0.1871435E-02, -0.1871450E-02, -0.7804674E+00, -0.7804552E+00
 1,  0.0153,  0.0048,  0.3137600E+01,  0.3137600E+01, -0.2276424E-02, -0.2276443E-02, -0.9493652E+00, -0.9493505E+00
 1,  0.0186,  0.0048,  0.3135865E+01,  0.3135865E+01, -0.2766516E-02, -0.2766539E-02, -0.1153754E+01, -0.1153736E+01
 1,  0.0226,  0.0048,  0.3133317E+01,  0.3133317E+01, -0.3358340E-02, -0.3358368E-02, -0.1400570E+01, -0.1400548E+01
 1,  0.0274,  0.0048,  0.3129592E+01,  0.3129592E+01, -0.4071152E-02, -0.4071186E-02, -0.1697843E+01, -0.1697816E+01
 1,  0.0332,  0.0048,  0.3124167E+01,  0.3124167E+01, -0.4926925E-02, -0.4926967E-02, -0.2054736E+01, -0.2054704E+01
 1,  0.0401,  0.0048,  0.3116309E+01,  0.3116309E+01, -0.5950250E-02, -0.5950300E-02, -0.2481506E+01, -0.2481467E+01
 1,  0.0484,  0.0048,  0.3104998E+01,  0.3104998E+01, -0.7167920E-02, -0.7167980E-02, -0.2989326E+01, -0.2989279E+01
 1,  0.0582,  0.0048,  0.3088838E+01,  0.3088838E+01, -0.8608050E-02, -0.8608123E-02, -0.3589921E+01, -0.3589865E+01
 1,  0.0698,  0.0048,  0.3065961E+01,  0.3065961E+01, -0.1029852E-01, -0.1029860E-01, -0.4294917E+01, -0.4294850E+01
 1,  0.0834,  0.0048,  0.3033923E+01,  0.3033923E+01, -0.1226450E-01, -0.1226460E-01, -0.5114814E+01, -0.5114735E+01
 1,  0.0993,  0.0048,  0.2989633E+01,  0.2989633E+01, -0.1452494E-01, -0.1452506E-01, -0.6057513E+01, -0.6057420E+01
 1,  0.1176,  0.0048,  0.2929329E+01,  0.2929329E+01, -0.1708784E-01, -0.1708798E-01, -0.7126350E+01, -0.7126240E+01
 1,  0.1385,  0.0048,  0.2848666E+01,  0.2848666E+01, -0.1994457E-01, -0.1994473E-01, -0.8317728E+01, -0.8317599E+01
 1,  0.1620,  0.0048,  0.2742967E+01,  0.2742967E+01, -0.2306387E-01, -0.2306406E-01, -0.9618609E+01, -0.9618459E+01
 1,  0.1883,  0.0048,  0.2607674E+01,  0.2607674E+01, -0.2638670E-01, -0.2638693E-01, -0.1100437E+02, -0.1100420E+02
 1,  0.2170,  0.0048,  0.2439016E+01,  0.2439016E+01, -0.2982381E-01, -0.2982407E-01, -0.1243779E+02, -0.1243760E+02
 1,  0.2480,  0.0048,  0.2234820E+01,  0.2234820E+01, -0.3325795E-01, -0.3325823E-01, -0.1386997E+02, -0.1386976E+02
 1,  0.2809,  0.0048,  0.1995306E+01,  0.1995306E+01, -0.3655226E-01, -0.3655257E-01, -0.1524384E+02, -0.1524360E+02
 1,  0.3151,  0.0048,  0.1723652E+01,  0.1723652E+01, -0.3956495E-01, -0.3956528E-01, -0.1650026E+02, -0.1650000E+02
 1,  0.3500,  0.0048,  0.1426091E+01,  0.1426091E+01, -0.4216783E-01, -0.4216818E-01, -0.1758577E+02, -0.1758550E+02
 1,  0.3849,  0.0048,  0.1111421E+01,  0.1111421E+01, -0.4426477E-01, -0.4426514E-01, -0.1846028E+02, -0.1846000E+02
 1,  0.4191,  0.0048,  0.7899712E+00,  0.7899712E+00, -0.4580507E-01, -0.4580545E-01, -0.1910265E+02, -0.1910236E+02
 1,  0.4520,  0.0048,  0.4722900E+00,  0.4722900E+00, -0.4678808E-01, -0.4678848E-01, -0.1951261E+02, -0.1951231E+02
 1,  0.4830,  0.0048,  0.1678605E+00,  0.1678605E+00, -0.4725844E-01, -0.4725884E-01, -0.1970877E+02, -0.1970846E+02
 1,  0.5117,  0.0048, -0.1158397E+00, -0.1158397E+00, -0.4729387E-01, -0.4729427E-01, -0.1972354E+02, -0.1972324E+02
 1,  0.5380,  0.0048, -0.3737924E+00, -0.3737924E+00, -0.4698980E-01, -0.4699019E-01, -0.1959673E+02, -0.1959643E+02
 1,  0.5615,  0.0048, -0.6034211E+00, -0.6034211E+00, -0.4644466E-01, -0.4644505E-01, -0.1936939E+02, -0.1936909E+02
 1,  0.5824,  0.0048, -0.8042343E+00, -0.8042343E+00, -0.4574869E-01, -0.4574908E-01, -0.1907914E+02, -0.1907884E+02
 1,  0.6007,  0.0048, -0.9773027E+00, -0.9773027E+00, -0.4497729E-01, -0.4497767E-01, -0.1875743E+02, -0.1875714E+02
 1,  0.6166,  0.0048, -0.1124717E+01, -0.1124717E+01, -0.4418847E-01, -0.4418884E-01, -0.1842846E+02, -0.1842818E+02
 1,  0.6302,  0.0048, -0.1249117E+01, -0.1249117E+01, -0.4342339E-01, -0.4342375E-01, -0.1810939E+02, -0.1810911E+02
 1,  0.6418,  0.0048, -0.1353339E+01, -0.1353339E+01, -0.4270860E-01, -0.4270896E-01, -0.1781129E+02, -0.1781102E+02
 1,  0.6516,  0.0048, -0.1440169E+01, -0.1440169E+01, -0.4205908E-01, -0.4205944E-01, -0.1754042E+02, -0.1754015E+02
 1,  0.6599,  0.0048, -0.1512204E+01, -0.1512204E+01, -0.4148123E-01, -0.4148158E-01, -0.1729943E+02, -0.1729916E+02
 1,  0.6668,  0.0048, -0.1571774E+01, -0.1571774E+01, -0.4097551E-01, -0.4097586E-01, -0.1708852E+02, -0.1708826E+02
 1,  0.6726,  0.0048, -0.1620915E+01, -0.1620915E+01, -0.4053862E-01, -0.4053896E-01, -0.1690632E+02, -0.1690606E+02
 1,  0.6774,  0.0048, -0.1661382E+01, -0.1661382E+01, -0.4016505E-01, -0.4016538E-01, -0.1675052E+02, -0.1675026E+02
 1,  0.6814,  0.0048, -0.1694659E+01, -0.1694659E+01, -0.3984823E-01, -0.3984856E-01, -0.1661840E+02, -0.1661814E+02
 1,  0.6847,  0.0048, -0.1721996E+01, -0.1721996E+01, -0.3958132E-01, -0.3958165E-01, -0.1650708E+02, -0.1650683E+02
 1,  0.6874,  0.0048, -0.1744436E+01, -0.1744436E+01, -0.3935764E-01, -0.3935797E-01, -0.1641380E+02, -0.1641355E+02
 1,  0.6897,  0.0048, -0.1762846E+01, -0.1762846E+01, -0.3917101E-01, -0.3917134E-01, -0.1633597E+02, -0.1633571E+02
 1,  0.6915,  0.0048, -0.1777942E+01, -0.1777942E+01, -0.3901582E-01, -0.3901615E-01, -0.1627125E+02, -0.1627100E+02
 1,  0.6930,  0.0048, -0.1790318E+01, -0.1790318E+01, -0.3888716E-01, -0.3888749E-01, -0.1621759E+02, -0.1621731E+02
 1,  0.6943,  0.0048, -0.1800460E+01, -0.1800460E+01, -0.3878073E-01, -0.3878105E-01, -0.1617320E+02, -0.1617339E+02
 1,  0.6953,  0.0048, -0.1808770E+01, -0.1808768E+01, -0.3869285E-01, -0.3869318E-01, -0.1613656E+02, -0.1612922E+02
 1,  0.0047,  0.0086,  0.3140118E+01,  0.3140127E+01, -0.1242298E-02, -0.1242296E-02, -0.2904132E+00, -0.3367186E+00
 1,  0.0057,  0.0086,  0.3139953E+01,  0.3139952E+01, -0.1515074E-02, -0.1515072E-02, -0.3541804E+00, -0.3513507E+00
 1,  0.0070,  0.0086,  0.3139706E+01,  0.3139707E+01, -0.1847129E-02, -0.1847127E-02, -0.4318052E+00, -0.4320159E+00
 1,  0.0085,  0.0086,  0.3139342E+01,  0.3139342E+01, -0.2251042E-02, -0.2251038E-02, -0.5262282E+00, -0.5262102E+00
 1,  0.0103,  0.0086,  0.3138801E+01,  0.3138801E+01, -0.2741908E-02, -0.2741904E-02, -0.6409785E+00, -0.6409814E+00
 1,  0.0126,  0.0086,  0.3138002E+01,  0.3138002E+01, -0.3337772E-02, -0.3337767E-02, -0.7802742E+00, -0.7802750E+00
 1,  0.0153,  0.0086,  0.3136823E+01,  0.3136823E+01, -0.4060086E-02, -0.4060079E-02, -0.9491302E+00, -0.9491315E+00
 1,  0.0186,  0.0086,  0.3135088E+01,  0.3135088E+01, -0.4934182E-02, -0.4934174E-02, -0.1153468E+01, -0.1153470E+01
 1,  0.0226,  0.0086,  0.3132542E+01,  0.3132542E+01, -0.5989722E-02, -0.5989712E-02, -0.1400223E+01, -0.1400225E+01
 1,  0.0274,  0.0086,  0.3128817E+01,  0.3128817E+01, -0.7261048E-02, -0.7261037E-02, -0.1697422E+01, -0.1697425E+01
 1,  0.0332,  0.0086,  0.3123394E+01,  0.3123394E+01, -0.8787351E-02, -0.8787337E-02, -0.2054228E+01, -0.2054230E+01
 1,  0.0401,  0.0086,  0.3115538E+01,  0.3115538E+01, -0.1061249E-01, -0.1061247E-01, -0.2480891E+01, -0.2480895E+01
 1,  0.0484,  0.0086,  0.3104229E+01,  0.3104229E+01, -0.1278425E-01, -0.1278423E-01, -0.2988586E+01, -0.2988590E+01
 1,  0.0582,  0.0086,  0.3088073E+01,  0.3088073E+01, -0.1535277E-01, -0.1535275E-01, -0.3589032E+01, -0.3589037E+01
 1,  0.0698,  0.0086,  0.3065202E+01,  0.3065202E+01, -0.1836778E-01, -0.1836775E-01, -0.4293854E+01, -0.4293860E+01
 1,  0.0834,  0.0086,  0.3033172E+01,  0.3033172E+01, -0.2187418E-01, -0.2187414E-01, -0.5113548E+01, -0.5113555E+01
 1,  0.0993,  0.0086,  0.2988893E+01,  0.2988893E+01, -0.2590576E-01, -0.2590572E-01, -0.6056014E+01, -0.6056022E+01
 1,  0.1176,  0.0086,  0.2928604E+01,  0.2928604E+01, -0.3047678E-01, -0.3047673E-01, -0.7124586E+01, -0.7124596E+01
 1,  0.1385,  0.0086,  0.2847961E+01,  0.2847961E+01, -0.3557186E-01, -0.3557181E-01, -0.8315669E+01, -0.8315680E+01
 1,  0.1620,  0.0086,  0.2742288E+01,  0.2742288E+01, -0.4113525E-01, -0.4113519E-01, -0.9616227E+01, -0.9616240E+01
 1,  0.1883,  0.0086,  0.2607028E+01,  0.2607028E+01, -0.4706165E-01, -0.4706158E-01, -0.1100165E+02, -0.1100166E+02
 1,  0.2170,  0.0086,  0.2438413E+01,  0.2438413E+01, -0.5319187E-01, -0.5319178E-01, -0.1243471E+02, -0.1243473E+02
 1,  0.2480,  0.0086,  0.2234267E+01,  0.2234267E+01, -0.5931677E-01, -0.5931667E-01, -0.1386654E+02, -0.1386656E+02
 1,  0.2809,  0.0086,  0.1994812E+01,  0.1994812E+01, -0.6519230E-01, -0.6519220E-01, -0.1524007E+02, -0.1524009E+02
 1,  0.3151,  0.0086,  0.1723225E+01,  0.1723225E+01, -0.7056554E-01, -0.7056543E-01, -0.1649617E+02, -0.1649620E+02
 1,  0.3500,  0.0086,  0.1425738E+01,  0.1425738E+01, -0.7520786E-01, -0.7520774E-01, -0.1758141E+02, -0.1758144E+02
 1,  0.3849,  0.0086,  0.1111145E+01,  0.1111145E+01, -0.7894784E-01, -0.7894771E-01, -0.1845571E+02, -0.1845574E+02
 1,  0.4191,  0.0086,  0.7897756E+00,  0.7897756E+00, -0.8169501E-01, -0.8169488E-01, -0.1909792E+02, -0.1909795E+02
 1,  0.4520,  0.0086,  0.4721731E+00,  0.4721731E+00, -0.8344826E-01, -0.8344813E-01, -0.1950778E+02, -0.1950781E+02
 1,  0.4830,  0.0086,  0.1678190E+00,  0.1678190E+00, -0.8428715E-01, -0.8428702E-01, -0.1970389E+02, -0.1970392E+02
 1,  0.5117,  0.0086, -0.1158110E+00, -0.1158110E+00, -0.8435034E-01, -0.8435021E-01, -0.1971866E+02, -0.1971869E+02
 1,  0.5380,  0.0086, -0.3736998E+00, -0.3736998E+00, -0.8380803E-01, -0.8380789E-01, -0.1959188E+02, -0.1959191E+02
 1,  0.5615,  0.0086, -0.6032717E+00, -0.6032717E+00, -0.8283575E-01, -0.8283562E-01, -0.1936459E+02, -0.1936462E+02
 1,  0.5824,  0.0086, -0.8040352E+00, -0.8040352E+00, -0.8159447E-01, -0.8159434E-01, -0.1907442E+02, -0.1907444E+02
 1,  0.6007,  0.0086, -0.9770608E+00, -0.9770608E+00, -0.8021864E-01, -0.8021852E-01, -0.1875279E+02, -0.1875282E+02
 1,  0.6166,  0.0086, -0.1124438E+01, -0.1124438E+01, -0.7881176E-01, -0.7881163E-01, -0.1842390E+02, -0.1842393E+02
 1,  0.6302,  0.0086, -0.1248808E+01, -0.1248808E+01, -0.7744720E-01, -0.7744708E-01, -0.1810491E+02, -0.1810493E+02
 1,  0.6418,  0.0086, -0.1353003E+01, -0.1353003E+01, -0.7617236E-01, -0.7617224E-01, -0.1780689E+02, -0.1780691E+02
 1,  0.6516,  0.0086, -0.1439813E+01, -0.1439813E+01, -0.7501392E-01, -0.7501380E-01, -0.1753608E+02, -0.1753610E+02
 1,  0.6599,  0.0086, -0.1511830E+01, -0.1511830E+01, -0.7398329E-01, -0.7398317E-01, -0.1729515E+02, -0.1729517E+02
 1,  0.6668,  0.0086, -0.1571384E+01, -0.1571384E+01, -0.7308133E-01, -0.7308121E-01, -0.1708429E+02, -0.1708432E+02
 1,  0.6726,  0.0086, -0.1620514E+01, -0.1620514E+01, -0.7230211E-01, -0.7230200E-01, -0.1690213E+02, -0.1690216E+02
 1,  0.6774,  0.0086, -0.1660970E+01, -0.1660970E+01, -0.7163583E-01, -0.7163572E-01, -0.1674638E+02, -0.1674640E+02
 1,  0.6814,  0.0086, -0.1694239E+01, -0.1694239E+01, -0.7107078E-01, -0.7107066E-01, -0.1661428E+02, -0.1661431E+02
 1,  0.6847,  0.0086, -0.1721569E+01, -0.1721569E+01, -0.7059473E-01, -0.7059461E-01, -0.1650300E+02, -0.1650302E+02
 1,  0.6874,  0.0086, -0.1744004E+01, -0.1744004E+01, -0.7019579E-01, -0.7019568E-01, -0.1640974E+02, -0.1640976E+02
 1,  0.6897,  0.0086, -0.1762409E+01, -0.1762409E+01, -0.6986293E-01, -0.6986282E-01, -0.1633192E+02, -0.1633195E+02
 1,  0.6915,  0.0086, -0.1777502E+01, -0.1777502E+01, -0.6958615E-01, -0.6958604E-01, -0.1626722E+02, -0.1626721E+02
 1,  0.6930,  0.0086, -0.1789874E+01, -0.1789874E+01, -0.6935667E-01, -0.6935656E-01, -0.1621358E+02, -0.1621397E+02
 1,  0.6943,  0.0086, -0.1800014E+01, -0.1800013E+01, -0.6916685E-01, -0.6916674E-01, -0.1616920E+02, -0.1616419E+02
 1,  0.6953,  0.0086, -0.1808322E+01, -0.1808337E+01, -0.6901012E-01, -0.6901001E-01, -0.1613256E+02, -0.1621487E+02
 1,  0.0047,  0.0151,  0.3137698E+01,  0.3137701E+01, -0.2198911E-02, -0.2198912E-02, -0.2901893E+00, -0.3037331E+00
 1,  0.0057,  0.0151,  0.3137532E+01,  0.3137532E+01, -0.2681735E-02, -0.2681736E-02, -0.3539074E+00, -0.3530795E+00
 1,  0.0070,  0.0151,  0.3137287E+01,  0.3137287E+01, -0.3269484E-02, -0.3269486E-02, -0.4314724E+00, -0.4315338E+00
 1,  0.0085,  0.0151,  0.3136922E+01,  0.3136922E+01, -0.3984423E-02, -0.3984425E-02, -0.5258226E+00, -0.5258170E+00
 1,  0.0103,  0.0151,  0.3136382E+01,  0.3136382E+01, -0.4853274E-02, -0.4853276E-02, -0.6404845E+00, -0.6404850E+00
 1,  0.0126,  0.0151,  0.3135584E+01,  0.3135584E+01, -0.5907974E-02, -0.5907977E-02, -0.7796728E+00, -0.7796726E+00
 1,  0.0153,  0.0151,  0.3134406E+01,  0.3134406E+01, -0.7186495E-02, -0.7186498E-02, -0.9483986E+00, -0.9483985E+00
 1,  0.0186,  0.0151,  0.3132672E+01,  0.3132672E+01, -0.8733676E-02, -0.8733680E-02, -0.1152579E+01, -0.1152579E+01
 1,  0.0226,  0.0151,  0.3130127E+01,  0.3130127E+01, -0.1060202E-01, -0.1060202E-01, -0.1399144E+01, -0.1399144E+01
 1,  0.0274,  0.0151,  0.3126406E+01,  0.3126406E+01, -0.1285231E-01, -0.1285232E-01, -0.1696114E+01, -0.1696114E+01
 1,  0.0332,  0.0151,  0.3120987E+01,  0.3120987E+01, -0.1555392E-01, -0.1555393E-01, -0.2052644E+01, -0.2052644E+01
 1,  0.0401,  0.0151,  0.3113137E+01,  0.3113137E+01, -0.1878448E-01, -0.1878449E-01, -0.2478979E+01, -0.2478979E+01
 1,  0.0484,  0.0151,  0.3101837E+01,  0.3101837E+01, -0.2262857E-01, -0.2262858E-01, -0.2986282E+01, -0.2986282E+01
 1,  0.0582,  0.0151,  0.3085693E+01,  0.3085693E+01, -0.2717495E-01, -0.2717496E-01, -0.3586266E+01, -0.3586266E+01
 1,  0.0698,  0.0151,  0.3062839E+01,  0.3062839E+01, -0.3251162E-01, -0.3251163E-01, -0.4290544E+01, -0.4290544E+01
 1,  0.0834,  0.0151,  0.3030834E+01,  0.3030834E+01, -0.3871807E-01, -0.3871809E-01, -0.5109607E+01, -0.5109606E+01
 1,  0.0993,  0.0151,  0.2986590E+01,  0.2986590E+01, -0.4585410E-01, -0.4585412E-01, -0.6051346E+01, -0.6051345E+01
 1,  0.1176,  0.0151,  0.2926347E+01,  0.2926347E+01, -0.5394497E-01, -0.5394500E-01, -0.7119095E+01, -0.7119094E+01
 1,  0.1385,  0.0151,  0.2845766E+01,  0.2845766E+01, -0.6296345E-01, -0.6296348E-01, -0.8309260E+01, -0.8309259E+01
 1,  0.1620,  0.0151,  0.2740174E+01,  0.2740174E+01, -0.7281084E-01, -0.7281088E-01, -0.9608816E+01, -0.9608814E+01
 1,  0.1883,  0.0151,  0.2605019E+01,  0.2605019E+01, -0.8330078E-01, -0.8330082E-01, -0.1099317E+02, -0.1099317E+02
 1,  0.2170,  0.0151,  0.2436533E+01,  0.2436533E+01, -0.9415147E-01, -0.9415152E-01, -0.1242513E+02, -0.1242513E+02
 1,  0.2480,  0.0151,  0.2232545E+01,  0.2232545E+01, -0.1049928E+00, -0.1049928E+00, -0.1385585E+02, -0.1385585E+02
 1,  0.2809,  0.0151,  0.1993274E+01,  0.1993274E+01, -0.1153927E+00, -0.1153927E+00, -0.1522832E+02, -0.1522832E+02
 1,  0.3151,  0.0151,  0.1721897E+01,  0.1721897E+01, -0.1249035E+00, -0.1249035E+00, -0.1648346E+02, -0.1648346E+02
 1,  0.3500,  0.0151,  0.1424639E+01,  0.1424639E+01, -0.1331206E+00, -0.1331206E+00, -0.1756786E+02, -0.1756786E+02
 1,  0.3849,  0.0151,  0.1110289E+01,  0.1110289E+01, -0.1397404E+00, -0.1397405E+00, -0.1844149E+02, -0.1844149E+02
 1,  0.4191,  0.0151,  0.7891669E+00,  0.7891669E+00, -0.1446030E+00, -0.1446031E+00, -0.1908320E+02, -0.1908320E+02
 1,  0.4520,  0.0151,  0.4718092E+00,  0.4718092E+00, -0.1477064E+00, -0.1477064E+00, -0.1949274E+02, -0.1949274E+02
 1,  0.4830,  0.0151,  0.1676896E+00,  0.1676896E+00, -0.1491912E+00, -0.1491913E+00, -0.1968870E+02, -0.1968870E+02
 1,  0.5117,  0.0151, -0.1157217E+00, -0.1157217E+00, -0.1493031E+00, -0.1493031E+00, -0.1970346E+02, -0.1970346E+02
 1,  0.5380,  0.0151, -0.3734118E+00, -0.3734118E+00, -0.1483432E+00, -0.1483432E+00, -0.1957678E+02, -0.1957678E+02
